category,price,rating,stock,title,upc
Biography,[16.85],[2.0],[15],Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
Biography,[42.57],[3.0],[3],The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
Spirituality,[17.66],[5.0],[18],The Four Agreements: A Practical Guide to Personal Freedom,6258a1f6a6dcfe50
Biography,[21.15],[2.0],[11],"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
Biography,[39.55],[1.0],[7],The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
Biography,[48.19],[3.0],[7],Benjamin Franklin: An American Life,5b546a46a86a9d8c
Spirituality,[20.91],[1.0],[9],If I Gave You God's Phone Number....: Searching for Spirituality in America,8fab4c4f6f82a4ce
Spirituality,[55.65],[5.0],[4],A New Earth: Awakening to Your Life's Purpose,f6ae39568db1130e
Spirituality,[37.8],[2.0],[15],Chasing Heaven: What Dying Taught Me About Living,513271dadc1322ae
Spirituality,[32.24],[5.0],[16],The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,7d6d2a6c0276f81b
Spirituality,[46.33],[2.0],[7],Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,48cb52d78c992487
Biography,http://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,[39.55],[1.0],[7],The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
Biography,http://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,[42.57],[3.0],[3],The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
Biography,http://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,[48.19],[3.0],[7],Benjamin Franklin: An American Life,5b546a46a86a9d8c
Thriller,http://books.toscrape.com/media/cache/f2/f1/f2f19169771a8a8e1a4b72f22e799de8.jpg,[43.61],[5.0],[14],You (You #1),024387ca4cafd5cc
Thriller,http://books.toscrape.com/media/cache/a5/85/a58571db229f2e8f75ea38861eca7f39.jpg,[52.22],[4.0],[18],Behind Closed Doors,be5cc846f45496fb
Thriller,http://books.toscrape.com/media/cache/27/92/2792ef951651ff1eae40a410cac41e0f.jpg,[12.84],[1.0],[19],In Her Wake,23356462d1320d61
Thriller,http://books.toscrape.com/media/cache/4b/80/4b80a3d9148e224ed4d6cd4d33f43728.jpg,[23.82],[5.0],[18],The Elephant Tree,5dada2b7be26bd03
Thriller,http://books.toscrape.com/media/cache/8d/1f/8d1f11673fbe46f47f27b9a4c8efbf8a.jpg,[59.71],[3.0],[4],The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),9c4d061c1e2fe6bf
Thriller,http://books.toscrape.com/media/cache/b1/5b/b15b4c864b762133cdaf69b58ba55d76.jpg,[31.49],[4.0],[5],Killing Floor (Jack Reacher #1),8dde2ff3f6fcc0a3
Thriller,http://books.toscrape.com/media/cache/9c/aa/9caacda3ff43984447ee22712e7e9ca9.jpg,[34.93],[2.0],[4],Far From True (Promise Falls Trilogy #2),ad15a9a139919918
Thriller,http://books.toscrape.com/media/cache/15/d4/15d444bf7fc91c7ced84e73ec99d711d.jpg,[18.32],[2.0],[6],Give It Back,012170e4fc87ace0
Thriller,http://books.toscrape.com/media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg,[39.24],[1.0],[14],The 14th Colony (Cotton Malone #11),1b8187fa4bf6ab05
Thriller,http://books.toscrape.com/media/cache/7f/fd/7ffdc9c4b7bf965990c59460da9b66b7.jpg,[13.82],[2.0],[14],The Guilty (Will Robie #4),847935fc68707426
Thriller,http://books.toscrape.com/media/cache/42/a3/42a345bdcb3e13d5922ff79cd1c07d0e.jpg,[15.77],[1.0],[3],The Travelers,2b685187f55c5d31
category,image_url,price,rating,stock,title,upc
Biography,http://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,[21.15],[2.0],[11],"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
Fantasy,http://books.toscrape.com/media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg,[25.02],[3.0],[16],"Saga, Volume 6 (Saga (Collected Editions) #6)",c849f0b2f5d6a742
Fantasy,http://books.toscrape.com/media/cache/9b/09/9b0935dc936c92900c2dc5d2114da72f.jpg,[18.78],[3.0],[16],Unicorn Tracks,7ae099f3898e0209
Biography,http://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,[39.55],[1.0],[7],The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
Biography,http://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,[48.19],[3.0],[7],Benjamin Franklin: An American Life,5b546a46a86a9d8c
Biography,http://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,[42.57],[3.0],[3],The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
Biography,http://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,[16.85],[2.0],[15],Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
Fantasy,http://books.toscrape.com/media/cache/b7/7d/b77d5e56daa3c22822abf1b8affbaef9.jpg,[43.29],[3.0],[16],Crown of Midnight (Throne of Glass #2),7267864328ae8b9d
Fantasy,http://books.toscrape.com/media/cache/05/c4/05c43fe821ae19169c7baa8a54c7e869.jpg,[56.4],[2.0],[16],Masks and Shadows,fa9610a50a1bf149
Fantasy,http://books.toscrape.com/media/cache/db/01/db01b38d3200a5faff4ead42791416e4.jpg,[13.34],[5.0],[16],Princess Between Worlds (Wide-Awake Princess #5),0e691eda369f4e09
Fantasy,http://books.toscrape.com/media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg,[44.73],[4.0],[14],The Bane Chronicles (The Bane Chronicles #1-11),dc6f688b82e42a5b
Fantasy,http://books.toscrape.com/media/cache/7c/55/7c550a26f03e12343d0c6b4474b3eb1e.jpg,[52.26],[2.0],[14],The Hidden Oracle (The Trials of Apollo #1),992974ba6a0536ea
Fantasy,http://books.toscrape.com/media/cache/9f/25/9f25ffe4229a32d1368b3dfe248c3343.jpg,[28.09],[2.0],[16],"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",6d5300b2d8f37e07
Fantasy,http://books.toscrape.com/media/cache/0a/78/0a78f89fc2dc78b700b494c3510e8920.jpg,[52.37],[1.0],[16],A Court of Thorns and Roses (A Court of Thorns and Roses #1),01d2001ac1e6f8a3
Fantasy,http://books.toscrape.com/media/cache/ac/1a/ac1a0546d9cdf6cd82ab7712a6c418df.jpg,[46.02],[5.0],[14],The Star-Touched Queen,1528279aec1f3dce
Fantasy,http://books.toscrape.com/media/cache/4c/fd/4cfd83a011f60d38b140642a441ce01a.jpg,[42.98],[1.0],[15],Hollow City (Miss Peregrine’s Peculiar Children #2),4ce91d31c1e57c33
Fantasy,http://books.toscrape.com/media/cache/2f/21/2f21c9ffd0962092ce337ecd1b338f5b.jpg,[44.28],[1.0],[15],The Glittering Court (The Glittering Court #1),2dbb7ec08cdd7f3c
Fantasy,http://books.toscrape.com/media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg,[38.73],[1.0],[13],Searching for Meaning in Gailana,2f0213137a80d485
Fantasy,http://books.toscrape.com/media/cache/9d/9b/9d9bf1a3155fb3736d2fe12799dcca95.jpg,[56.63],[3.0],[9],A Shard of Ice (The Black Symphony Saga #1),63d5f1651880dcea
Fantasy,http://books.toscrape.com/media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg,[32.3],[5.0],[12],The Star-Touched Queen,4a7a25be293ad678
Fantasy,http://books.toscrape.com/media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg,[39.61],[5.0],[7],King's Folly (The Kinsman Chronicles #1),4c82371b8cd02d4d
Fantasy,http://books.toscrape.com/media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg,[56.02],[4.0],[14],City of Glass (The Mortal Instruments #3),966ebb738e0f9d9b
Fantasy,http://books.toscrape.com/media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg,[37.51],[5.0],[14],Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),3c6fe637a0180b01
Fantasy,http://books.toscrape.com/media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg,[29.65],[1.0],[14],Island of Dragons (Unwanteds #7),2b52334fab158861
Fantasy,http://books.toscrape.com/media/cache/4e/8d/4e8d87d1cb5e876ddb50599a1d1b656e.jpg,[35.07],[3.0],[15],Throne of Glass (Throne of Glass #1),590a9cccf7db9f7d
Fantasy,http://books.toscrape.com/media/cache/c3/1a/c31af6fddfa452d9d746a599f35dcc01.jpg,[44.81],[4.0],[7],A Gathering of Shadows (Shades of Magic #2),d1378a0ad06ff979
Fantasy,http://books.toscrape.com/media/cache/b8/d7/b8d7eab895dac4551905c5f85849bb32.jpg,[12.16],[5.0],[7],Every Heart a Doorway (Every Heart A Doorway #1),4fa75fc6829431ca
Fantasy,http://books.toscrape.com/media/cache/d4/76/d4761761d26eb7fe1ba0a9480913a8ca.jpg,[46.08],[5.0],[4],The Beast (Black Dagger Brotherhood #14),8930013d06942df1
Fantasy,http://books.toscrape.com/media/cache/bf/77/bf77b0c1f1bda1cd7297325066a7f337.jpg,[45.51],[3.0],[5],Tell the Wind and Fire,84126312e2431a09
Fantasy,http://books.toscrape.com/media/cache/68/b0/68b05bbf33c6b8e2914f35ad14a0d2d8.jpg,[57.74],[4.0],[5],The Raven Boys (The Raven Cycle #1),e0b3a679b83caccc
Fantasy,http://books.toscrape.com/media/cache/be/f8/bef8aac75369fc2211515cd4c76d3518.jpg,[52.11],[2.0],[4],The Demonists (Demonist #1),ff2dffba388d9922
Fantasy,http://books.toscrape.com/media/cache/36/b1/36b1333456d4c6b28e90d1157d37bc0e.jpg,[56.0],[5.0],[5],The False Prince (The Ascendance Trilogy #1),a2a9f76339d21ab1
Fantasy,http://books.toscrape.com/media/cache/6f/b7/6fb724034c86041a52b247ae53613413.jpg,[17.21],[4.0],[5],A Feast for Crows (A Song of Ice and Fire #4),f2c8f4b4c94d5c5c
Fantasy,http://books.toscrape.com/media/cache/b6/3b/b63bd741fc6ada1e60a33db14bde0277.jpg,[49.45],[5.0],[4],Paper and Fire (The Great Library #2),ae884ac655d6ee3e
Fantasy,http://books.toscrape.com/media/cache/0b/c8/0bc884c23d4204aec7bbf35d5e8849f6.jpg,[31.22],[2.0],[3],A Storm of Swords (A Song of Ice and Fire #3),87beabf664115d79
Fantasy,http://books.toscrape.com/media/cache/cd/65/cd65e4ee648ae23f6cdafb41e4948d6e.jpg,[55.46],[2.0],[3],Midnight Riot (Peter Grant/ Rivers of London - books #1),e9056f9b5a40a301
Fantasy,http://books.toscrape.com/media/cache/a9/b6/a9b62c069312790dd2d408b0b57a2976.jpg,[58.64],[4.0],[3],The Rose & the Dagger (The Wrath and the Dawn #2),322a9e34d87f54b1
Fantasy,http://books.toscrape.com/media/cache/79/15/7915bf4c3d1a2f7fd39c4edff580e91f.jpg,[24.72],[2.0],[3],Soldier (Talon #3),feaaae90514eb2ac
Fantasy,http://books.toscrape.com/media/cache/06/ee/06ee91950f111a29d18bccb0c3418fb4.jpg,[48.75],[5.0],[4],Harry Potter and the Half-Blood Prince (Harry Potter #6),73f4f87dd936ee5c
Fantasy,http://books.toscrape.com/media/cache/ca/56/ca565814dfe2d9f73d3d6b1ad7265984.jpg,[31.63],[4.0],[4],Harry Potter and the Order of the Phoenix (Harry Potter #5),5a6b7155f2797537
Fantasy,http://books.toscrape.com/media/cache/9e/3c/9e3c81f9694c5832a24bf590c2a0b610.jpg,[14.74],[1.0],[4],Harry Potter and the Chamber of Secrets (Harry Potter #2),c7c4f55b7321cba7
Fantasy,http://books.toscrape.com/media/cache/36/39/36393f3294ab28afe4a2117fc987be75.jpg,[44.07],[4.0],[3],Heir to the Sky,b003f8bb02f76dc5
Fantasy,http://books.toscrape.com/media/cache/8e/5a/8e5a6639c7e2f9b59ff15f04a3b055e1.jpg,[43.87],[3.0],[3],Eragon (The Inheritance Cycle #1),b843f52a986a2914
Fantasy,http://books.toscrape.com/media/cache/20/ea/20ea16f618488e65f6abc5535fa77610.jpg,[22.06],[4.0],[3],Ash,5d22e2a46604b6e7
Fantasy,http://books.toscrape.com/media/cache/f2/53/f253cb694eae2cc512e395f2d54eefd5.jpg,[56.02],[1.0],[3],Darkfever (Fever #1),468bd274ac084bb9
Fantasy,http://books.toscrape.com/media/cache/61/8a/618a23dc5a492a4aa8b15ba4bf80c781.jpg,[29.38],[1.0],[1],The Mirror & the Maze (The Wrath and the Dawn #1.5),c40b70e0f6d80189
Fantasy,http://books.toscrape.com/media/cache/32/8d/328dc781f0faaa70e67f9a04ef601d3c.jpg,[53.82],[2.0],[1],Vampire Girl (Vampire Girl #1),dab5e75d1339706a
Fantasy,http://books.toscrape.com/media/cache/c1/80/c1800f5a0eaaaea8c2283b129cbac4ae.jpg,[36.25],[3.0],[1],The Silent Twin (Detective Jennifer Knight #3),9e9932ae1a7d0943
Fantasy,http://books.toscrape.com/media/cache/26/47/2647baddb86f91b6f7ea2fb8052edd62.jpg,[13.33],[3.0],[1],Sister Sable (The Mad Queen #1),3a9a7c5895e82646
Fantasy,http://books.toscrape.com/media/cache/70/ad/70ad2de442bc3ffe36660ccabfe46148.jpg,[52.94],[2.0],[1],One Second (Seven #7),7ea31f38675b91c1
Fantasy,http://books.toscrape.com/media/cache/ad/78/ad789235c675d02b730b57a166d910b5.jpg,[28.99],[1.0],[1],Origins (Alphas 0.5),8932e5c12f12ffed
Fantasy,http://books.toscrape.com/media/cache/48/7d/487d4be44c60cac7f0085242c4512653.jpg,[58.75],[4.0],[1],Myriad (Prentor #1),63e20a0f98218a87
Fantasy,http://books.toscrape.com/media/cache/b8/35/b83561ef09d202d3c871649feed4b66d.jpg,[21.72],[4.0],[1],Shadow Rites (Jane Yellowrock #10),229cd6564bf0dce4
category,image_url,price,rating,stock,title,upc
Biography,http://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,[21.15],[2.0],[11],"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
Biography,http://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,[16.85],[2.0],[15],Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
Philosophy,http://books.toscrape.com/media/cache/c8/1a/c81aea97de1daaa0081d96f8564c204c.jpg,[17.44],[4.0],[15],The Stranger,f5a92cff83897d48
Philosophy,http://books.toscrape.com/media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg,[58.11],[4.0],[16],The Death of Humanity: and the Case for Life,bd261725b99f5983
Biography,http://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,[48.19],[3.0],[7],Benjamin Franklin: An American Life,5b546a46a86a9d8c
Biography,http://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,[39.55],[1.0],[7],The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
Biography,http://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,[42.57],[3.0],[3],The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
Philosophy,http://books.toscrape.com/media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg,[29.93],[5.0],[7],"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",6b52904b2ab91bf6
Philosophy,http://books.toscrape.com/media/cache/3b/28/3b28ec3663a81d36272a08e5a49644f2.jpg,[20.75],[1.0],[5],Critique of Pure Reason,429b4a811bef386c
Philosophy,http://books.toscrape.com/media/cache/bf/90/bf90ad2c3cab628096db8fca010797b4.jpg,[47.13],[1.0],[8],Kierkegaard: A Christian Missionary to Christians,0cf57cb49272fd37
Philosophy,http://books.toscrape.com/media/cache/90/f7/90f79652caecac36bc97bf7b769c8fc4.jpg,[25.89],[2.0],[1],Meditations,4f19709e47883df5
Philosophy,http://books.toscrape.com/media/cache/d1/7f/d17f326e3fcaf84c37d6d51e3470bcc6.jpg,[43.38],[1.0],[1],Beyond Good and Evil,08672cd59171d5e4
Philosophy,http://books.toscrape.com/media/cache/f6/cb/f6cb2300a1235a344f1c11b2be9a605d.jpg,[54.21],[1.0],[8],Proofs of God: Classical Arguments from Tertullian to Barth,d56d0710668bb39c
Philosophy,http://books.toscrape.com/media/cache/d7/39/d73914232130fdf90d66f02fd9798f2b.jpg,[15.94],[5.0],[18],Sophie's World,6be3beb0793a53e7
Philosophy,http://books.toscrape.com/media/cache/8c/bf/8cbf4667b5798cb8195f1e126ddd6a5c.jpg,[20.02],[1.0],[2],"Run, Spot, Run: The Ethics of Keeping Pets",b0e479be03911916
Philosophy,http://books.toscrape.com/media/cache/16/f4/16f4518319f7dcadc23d020279f78545.jpg,[36.34],[1.0],[1],The Nicomachean Ethics,5c10b64db3e4f228
category,image_url,price,rating,stock,title,upc
Biography,http://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,[21.15],[2.0],[11],"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
Biography,http://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,[42.57],[3.0],[3],The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
Christian Fiction,http://books.toscrape.com/media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg,[28.77],[2.0],[7],Like Never Before (Walker Family #2),b6670507e85b30e6
Biography,http://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,[16.85],[2.0],[15],Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
Christian Fiction,http://books.toscrape.com/media/cache/54/17/54179d9af49616b1ef35a0bb23294b14.jpg,[49.97],[4.0],[3],If I Run (If I Run #1),61569d12d4ae7161
Biography,http://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,[48.19],[3.0],[7],Benjamin Franklin: An American Life,5b546a46a86a9d8c
Biography,http://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,[39.55],[1.0],[7],The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
Christian Fiction,http://books.toscrape.com/media/cache/33/93/339372341b88e027734e97fa1ddb26fc.jpg,[17.97],[5.0],[7],Counted With the Stars (Out from Egypt #1),4807043b8218e9ce
Christian Fiction,http://books.toscrape.com/media/cache/94/f4/94f4405dae04559ecdd92e62486623e3.jpg,[49.46],[4.0],[15],Close to You,a57b1dcbd6849222
Christian Fiction,http://books.toscrape.com/media/cache/c9/74/c974d74fa0bd1735c6ae172d40b1c077.jpg,[20.47],[5.0],[15],Redeeming Love,b53db2271c9624f7
Christian Fiction,http://books.toscrape.com/media/cache/61/3a/613ac19c2232f1d9adc5943291a5e860.jpg,[39.67],[5.0],[8],Shadows of the Past (Logan Point #1),bee6e93e9976f4fa
category,image_url,price,rating,stock,title,upc
Biography,http://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,[21.15],[2.0],[11],"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
Biography,http://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,[42.57],[3.0],[3],The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
New Adult,http://books.toscrape.com/media/cache/de/26/de269ee688d4dc51846567f3942600ce.jpg,[45.07],[2.0],[16],Without Borders (Wanderlove #1),acddfeab2a407640
Biography,http://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,[16.85],[2.0],[15],Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
New Adult,http://books.toscrape.com/media/cache/4a/58/4a58f6feb21b7194911eddb020766583.jpg,[39.45],[5.0],[1],Off Sides (Off #1),b6f1cfadc4dd79d4
New Adult,http://books.toscrape.com/media/cache/e9/e3/e9e3736effeb4982324dd0e4e64b2e81.jpg,[55.85],[1.0],[15],The Matchmaker's Playbook (Wingmen Inc. #1),08db62f24627e71f
Biography,http://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,[39.55],[1.0],[7],The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
New Adult,http://books.toscrape.com/media/cache/e2/52/e252988534e955a047c562376b8b95c0.jpg,[58.35],[3.0],[1],Shameless,c068c013d6921fea
Biography,http://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,[48.19],[3.0],[7],Benjamin Franklin: An American Life,5b546a46a86a9d8c
New Adult,http://books.toscrape.com/media/cache/90/de/90de87ce300bcbbfcdb9ad77fc9a2e5f.jpg,[36.29],[5.0],[1],The Hook Up (Game On #1),6e473eff459e809f
New Adult,http://books.toscrape.com/media/cache/95/49/9549db6862283a388659611bda63b97b.jpg,[43.29],[3.0],[15],The Mistake (Off-Campus #2),99ff4cc6491e8f5c
category,image_url,price,rating,stock,title,upc
Biography,http://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,[21.15],[2.0],[11],"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
Biography,http://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,[42.57],[3.0],[3],The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
Health,http://books.toscrape.com/media/cache/9c/c6/9cc673854af8fd155953384b3cac334e.jpg,[49.05],[3.0],[16],"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",43c6a960757cf559
Biography,http://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,[39.55],[1.0],[7],The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
Biography,http://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,[48.19],[3.0],[7],Benjamin Franklin: An American Life,5b546a46a86a9d8c
Biography,http://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,[16.85],[2.0],[15],Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
Health,http://books.toscrape.com/media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg,[54.07],[2.0],[14],"Eat Fat, Get Thin",047dfa57ba0bf638
Health,http://books.toscrape.com/media/cache/82/f3/82f3b865f19faad855ec359f86415f79.jpg,[52.98],[5.0],[9],The Art and Science of Low Carbohydrate Living,f9c87ccb2bc4853b
Health,http://books.toscrape.com/media/cache/79/84/7984ef7c568a60372f430c1ddae64034.jpg,[49.71],[5.0],[10],10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,96aa539bfd4c07e2
category,image_url,price,rating,stock,title,upc
Biography,http://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,[21.15],[2.0],[11],"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
Music,http://books.toscrape.com/media/cache/1d/40/1d4087ff0a63f09fae9cd8433d21c2c4.jpg,[37.32],[2.0],[19],How Music Works,327f68a59745c102
Biography,http://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,[16.85],[2.0],[15],Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
Music,http://books.toscrape.com/media/cache/ad/96/ad96e9c9f1664cbcb0e9627b007fb6f9.jpg,[57.25],[3.0],[19],"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",deda3e61b9514b83
Biography,http://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,[42.57],[3.0],[3],The Rise of Theodore Roosevelt (Theodore Roosevelt #1),1a5044d233936b1a
Biography,http://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,[39.55],[1.0],[7],The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
Biography,http://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,[48.19],[3.0],[7],Benjamin Franklin: An American Life,5b546a46a86a9d8c
Music,http://books.toscrape.com/media/cache/d4/8e/d48ee3fe30d6d9b9cc550b76dae5984a.jpg,[45.05],[5.0],[8],Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde
Music,http://books.toscrape.com/media/cache/d8/d3/d8d3a16113069ccde25da34483a583fb.jpg,[38.4],[1.0],[5],This Is Your Brain on Music: The Science of a Human Obsession,bc209a900101f28d
Music,http://books.toscrape.com/media/cache/df/bd/dfbd53a5c4bcb1bf676bf2a86335adbb.jpg,[52.6],[2.0],[7],"Chronicles, Vol. 1",4781b6bfd6f7a2c5
Music,http://books.toscrape.com/media/cache/8e/bb/8ebbba84c204b011527a8f4bd082b03f.jpg,[31.19],[4.0],[8],Please Kill Me: The Uncensored Oral History of Punk,4a823d80aa30dbb0
Music,http://books.toscrape.com/media/cache/81/7f/817f5089c0e6e62738dce2931e7323d3.jpg,[35.02],[5.0],[19],Rip it Up and Start Again,a34ba96d4081e6a4
Music,http://books.toscrape.com/media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg,[18.03],[1.0],[14],Love Is a Mix Tape (Music #1),adb5f51c2e2ab13f
Music,http://books.toscrape.com/media/cache/a2/fc/a2fc91793502f5c10b5826ad606de435.jpg,[28.8],[3.0],[1],Forever Rockers (The Rocker #12),e564c3f1a93ccf2e
Music,http://books.toscrape.com/media/cache/b5/94/b59425287ce6b186715fa7b01054c2bf.jpg,[12.36],[3.0],[4],"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",2ba5ccc84d35006c
Music,http://books.toscrape.com/media/cache/aa/55/aa55bbf7037a0e19ae69485adcc11903.jpg,[55.66],[2.0],[1],Old Records Never Die: One Man's Quest for His Vinyl and His Past,a1985630339f4b3d
Music,http://books.toscrape.com/media/cache/9b/61/9b6155b8013ed9e05ef8a85b4117165b.jpg,[31.58],[5.0],[2],Life,637e5a45062aa548
Music,http://books.toscrape.com/media/cache/8e/9b/8e9be254974e64a8a3d365a1571e3ec2.jpg,[20.02],[5.0],[4],No One Here Gets Out Alive,3a95f5a2df4ff921
category,image_url,price,rating,stock,title,upc
Biography,http://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,[21.15],[2.0],[11],"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
Biography,http://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,[16.85],[2.0],[15],Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
